LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
370000,1,1,68,8207,11054,15840,20542,25255,30034,3000,5000,5000,5000,5000,5000,NO
180000,1,1,32,6687,4919,2644,1300,2644,0,1227,1000,1300,2644,0,55176,YES
120000,2,2,28,2750,-650,-975,-1625,2561,4187,0,0,0,4186,2000,1000,NO
270000,2,1,33,10148,625,14430,7320,5500,500,625,14430,7325,5500,500,6921,NO
230000,1,1,35,22472,20911,24408,8747,-1231,4771,1330,5000,3060,91,6002,0,NO
50000,2,1,51,15902,17328,18746,20623,20019,19227,2000,2000,2500,0,0,1000,NO
20000,1,2,41,10142,10869,13940,14755,14223,15337,1200,3250,1340,0,1500,5000,YES
20000,2,1,34,14676,15721,19335,20029,20473,19860,1286,3900,1000,900,900,600,YES
180000,2,2,23,180636,157396,160925,132312,80984,42562,20000,20000,10130,3000,4000,84000,NO
70000,1,3,61,8909,9812,9511,10828,11346,11589,1200,0,1482,1000,426,1000,NO
80000,1,1,53,66484,59837,53367,48154,43214,44229,2731,2058,1700,1565,1730,1812,NO
120000,2,1,50,109372,111564,112482,115046,80987,85921,5500,4200,4552,3100,6416,0,NO
280000,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,NO
80000,2,1,46,74745,76314,77344,49168,48243,47810,2815,2345,1763,1854,1737,1774,NO
50000,2,2,24,34069,23196,22883,18069,19273,19929,0,1636,700,1500,1000,500,NO
50000,1,2,54,48153,46885,27168,27585,27910,27380,0,1400,1200,1500,1000,1500,NO
110000,1,1,51,45964,46922,48140,49339,50542,52689,2000,2000,2000,2000,3000,2000,NO
240000,1,2,25,62946,61940,61412,62771,65038,67266,2212,2237,5000,5000,5000,3413,NO
80000,2,1,37,2028,286,14255,10056,317,728,286,14255,10071,317,728,16312,NO
250000,2,1,36,2508,3978,6560,4438,4309,816,3978,6560,4438,4311,816,9165,NO
240000,1,1,62,1901,3855,3802,1901,2165,1965,3855,1901,0,2165,0,108,NO
500000,2,1,50,378981,372392,353719,348365,306196,303114,20002,16023,13009,10008,10000,20004,NO
160000,2,1,41,13512,13453,13420,13873,13833,13818,1206,1329,1098,374,400,364,NO
60000,2,1,28,2848,1469,1647,1355,1458,1631,1469,1675,1355,1458,1631,1931,NO
360000,1,1,43,20310,6588,11627,35765,9681,3002,34,12085,41879,10053,4016,505,NO
100000,1,1,30,416,416,589,1416,416,416,416,1005,1416,416,416,0,NO
160000,1,1,40,101782,102308,103620,98888,94288,97504,3710,4000,4000,3500,7200,0,NO
140000,2,2,30,107,232,107,107,107,107,232,107,107,107,107,107,NO
200000,2,1,35,59466,2970,1085,769,453,137,7970,1100,0,0,0,0,NO
90000,2,2,27,509,511,4451,4104,8993,5382,511,4451,82,5161,108,0,YES
90000,2,1,45,45820,46770,45741,48729,49628,50680,2000,0,3755,2000,2000,2100,YES
140000,2,2,23,100448,103990,104462,43810,44434,45251,5450,4200,1810,1765,2000,1665,NO
220000,2,1,36,195725,197466,189149,187531,187856,186532,8200,0,7000,7000,7200,23700,YES
50000,1,2,28,35277,34627,35096,9657,9617,9404,1800,1600,500,500,341,500,YES
50000,2,1,43,17870,9230,10000,0,0,0,1500,1000,0,0,0,0,YES
50000,1,2,41,19015,19294,20259,20274,20311,19957,1340,1305,700,718,724,684,NO
30000,2,2,27,5334,697,12791,12490,13990,300,3565,12591,490,1500,300,0,NO
200000,2,2,39,2277,16002,13207,8738,6471,2723,16021,1005,185,6482,2731,3974,NO
160000,1,1,55,-64,-64,140184,141992,143277,146438,0,140248,6600,5122,5464,5372,NO
100000,2,1,47,-84,-474,800,410,20,-370,0,3000,0,0,0,2500,YES
210000,2,2,30,184705,188235,193694,178664,149612,151226,7000,9057,6507,9808,6000,5500,NO
200000,1,1,49,416,416,0,832,416,416,416,0,1248,0,416,416,YES
50000,2,2,61,47731,45925,47041,49180,47500,48479,0,2200,3600,0,1763,1725,YES
230000,1,1,32,0,0,0,0,0,150,0,0,0,0,150,990,YES
260000,1,2,32,2112,728,100,100,499,499,733,100,0,499,0,0,NO
30000,2,1,53,35647,34775,35946,37685,33305,28305,0,1733,2452,1072,1089,3101,NO
30000,2,2,51,17261,20543,18180,7200,18183,8975,5000,8180,2200,18183,8975,3000,NO
90000,2,2,25,14550,15205,15523,15850,15849,17309,2000,2000,5000,2000,2000,5000,NO
80000,2,2,32,60918,62445,63905,67943,68811,70526,2500,2500,5100,2100,3000,3000,NO
90000,2,2,29,84515,85777,86778,79424,78955,45916,4200,4000,3100,2000,3000,3000,NO
90000,2,1,40,3569,7319,7608,1720,45000,0,7385,7608,1720,45000,15000,1543,NO
160000,2,1,42,3607,4417,1058,2146,2534,2242,4417,1058,2146,2534,2242,2254,NO
20000,2,2,22,15513,17908,18652,19156,19206,19948,3000,1666,1500,592,1284,0,NO
200000,1,1,53,66012,68099,70387,71929,58133,40500,2500,2700,2242,2093,1300,0,NO
200000,2,2,26,14513,84387,87121,87857,88766,90228,84387,5000,4000,4000,4000,3000,NO
20000,2,2,22,38391,20305,7992,13524,19320,8430,2608,2000,11200,9386,14500,10800,YES
100000,2,1,36,101483,101638,101461,101461,91752,91532,4500,5000,4000,3300,3400,15003,YES
20000,1,1,51,16849,18686,18877,19252,19415,19954,2116,800,682,701,858,394,NO
40000,2,1,30,40672,39724,39475,39078,38339,38665,9,2143,1606,1500,1410,1507,NO
180000,2,1,38,183939,176737,179787,181918,169664,173169,8000,7900,6900,6200,6700,6700,YES
280000,2,1,37,252814,255974,110389,114874,118273,114204,10610,10018,10000,5038,5039,5010,YES
240000,2,1,33,2193,0,0,0,2500,0,0,0,0,2500,0,880,NO
170000,1,1,35,3995,6300,15291,9085,5801,6603,6380,15291,182,116,6603,4000,NO
20000,1,1,44,18467,19106,19690,19684,19697,19849,1328,1302,686,701,855,988,NO
220000,2,1,60,19024,20424,19798,21468,20986,22469,2000,0,2000,0,2000,2000,YES
200000,2,1,36,0,0,0,0,0,0,0,0,0,0,0,0,NO
10000,1,1,40,7229,6968,8881,8594,8312,9241,0,2035,0,0,1069,1000,YES
50000,1,2,25,1170,780,0,0,0,0,0,0,0,0,0,0,YES
30000,2,2,26,9014,10406,11427,11935,13084,14206,1700,1500,1000,1500,1500,1500,NO
200000,1,1,41,171929,157860,145044,137480,6320,780,7000,8080,6000,0,0,0,YES
140000,2,2,35,7921,9268,3943,7737,2456,15507,9268,3953,7737,2456,15507,0,YES
250000,2,1,32,195044,198294,202571,226423,221296,234762,8000,7478,27349,0,17000,0,NO
50000,2,2,35,50521,50466,49821,43945,29669,28469,1649,51869,1884,1023,1173,1193,NO
490000,1,1,43,25916,14187,56573,81414,62063,14122,14187,56717,81414,62063,14122,25417,NO
50000,2,1,40,47374,47517,42672,23665,20085,20263,2200,2500,5946,3000,7000,600,YES
50000,2,2,22,50834,50770,50215,29386,29527,30125,2200,1517,1000,1500,2005,1305,YES
30000,1,2,31,10916,11940,11462,13263,12758,13545,1500,0,2300,0,1300,800,YES
150000,1,1,27,42055,36366,37093,41300,0,345,2000,1413,1650,0,345,0,NO
30000,1,2,25,7833,0,0,0,0,0,0,0,0,0,0,0,NO
130000,1,1,45,390,390,390,390,390,0,390,390,390,390,0,780,YES
210000,2,2,37,26557,31090,58054,44624,43339,44245,5000,28008,15000,1552,1605,1615,NO
200000,2,2,43,5853,5512,492,2038,316,1226,1024,492,2038,0,1226,1582,NO
160000,2,1,44,6061,1594,2904,2313,2753,2191,2000,3037,0,1000,0,5000,NO
360000,1,1,59,17154,4536,4500,71028,5019,28028,5095,5048,72133,25,28168,18758,NO
100000,2,2,33,75374,44796,47294,38712,39304,40479,2000,5000,1521,1595,2000,2716,NO
290000,1,1,41,7488,5795,9562,21312,16875,13881,5807,9569,21336,5020,3013,12278,NO
110000,1,1,40,8481,13066,17638,22204,26784,31352,4980,5124,5256,5416,5552,5742,NO
160000,1,1,37,16750,9715,5140,5379,3183,5120,1100,1500,1500,1000,2000,4000,NO
700000,1,1,50,280809,273492,224238,174189,121717,124040,10000,8500,7093,4500,4100,4100,NO
500000,1,2,34,8007,10556,14332,20393,22633,24318,3000,4000,6500,5000,2000,4000,NO
350000,1,2,42,347790,352600,299797,218973,146326,107205,13000,11000,8232,7000,6000,7000,YES
80000,2,2,23,80133,74838,62696,27693,25594,29155,3539,3180,818,1018,10006,3616,NO
150000,1,1,44,80015,19386,39008,19483,32901,8790,19418,40010,19,20000,0,13669,NO
120000,1,2,38,500,0,0,974,974,1624,0,0,974,0,650,0,NO
140000,2,2,24,135432,136312,131559,111859,98815,97443,6500,4733,4015,4000,4000,3800,YES
80000,2,1,51,15839,16591,16027,17160,16743,17961,1300,0,1400,0,1500,800,NO
150000,2,1,24,-122,16711,8004,521,3776,165,16924,8004,521,3776,165,356,NO
20000,1,2,23,8693,10045,11776,11776,10886,-1000,1500,2000,0,0,0,0,NO
200000,1,2,33,5448,7616,14771,1973,9500,40647,7616,14771,1973,9500,40647,589,NO
150000,2,1,30,44820,14657,20950,3601,696,696,0,20962,1,696,0,50348,NO
380000,1,1,48,379080,294675,226959,219918,203575,188774,13000,9500,8000,7200,6700,7500,NO
20000,2,2,24,15036,16069,16774,17266,17539,18033,1580,1280,770,700,785,600,NO
420000,2,1,42,0,0,0,0,0,0,0,0,0,0,0,0,YES
160000,2,1,35,96515,139439,141416,112497,119511,119763,50439,6000,5000,9000,4000,4000,NO
70000,1,2,36,66888,69306,24348,24744,25195,25777,4000,1704,1100,1000,1000,1000,NO
100000,2,1,58,87851,85594,87095,88357,77155,80108,0,3300,2839,3000,4000,2000,YES
200000,2,2,29,0,928,1280,1675,97,138,928,1000,1000,97,138,0,NO
240000,2,2,41,8435,169,1913,150,482,5482,169,1921,150,482,5000,5000,NO
100000,2,1,50,16469,17885,19587,21256,22895,24514,2000,2000,2000,2000,2000,2000,NO
230000,1,2,33,56754,57171,56150,57074,50670,50652,3000,2100,2300,2000,2000,2000,NO
50000,2,2,23,15512,2552,13890,2545,15688,3088,2552,13914,2545,16508,3088,0,NO
50000,1,2,47,44681,45736,46658,44441,18559,17781,2100,2009,2013,700,1000,1000,NO
200000,1,2,33,197272,196700,194403,197746,190198,192015,8600,7700,11100,0,5600,5640,YES
90000,2,2,24,124457,118666,105806,98257,91442,66762,6600,0,2915,3154,2977,90000,YES
200000,1,2,30,46288,48205,49352,49682,50588,42629,3000,2300,2000,2000,1500,1189,NO
10000,2,2,22,7720,10063,9272,-8758,8989,9202,2500,1000,0,30000,500,953,YES
50000,2,2,23,865,1893,3991,3748,3748,-3148,1202,2300,0,0,4999,0,NO
60000,2,1,35,5601,5366,6772,6515,7906,7487,0,1500,0,1500,0,0,NO
200000,1,2,31,3702,25548,10594,7969,2865,5625,25678,10623,25,16,6000,19,YES
70000,2,2,26,64471,65577,53264,51464,96184,49104,2281,2888,1800,2000,1900,1760,NO
80000,2,2,27,1152,7900,0,0,333,183,7900,0,0,333,0,1500,NO
200000,2,2,25,194202,197220,130930,130775,128752,122695,8000,4500,4532,5451,5000,4500,NO
210000,2,2,28,145643,133339,137000,55855,58370,59537,4741,5778,1955,3370,1913,1998,NO
100000,1,2,30,87579,72308,53505,43371,48125,40388,4172,2094,3007,10021,3012,1527,NO
300000,2,1,43,0,0,0,0,0,0,0,0,0,0,0,520,YES
20000,1,2,24,6696,7437,8810,9470,18315,19237,1000,1495,1000,9000,1800,900,YES
50000,1,1,46,35556,34685,36121,38135,37416,38503,0,2000,2800,0,1500,2500,NO
200000,2,2,37,75360,57589,54711,44396,25948,14505,2050,15000,6003,845,290,12715,NO
170000,2,2,28,1311,3008,4244,1718,0,1125,3008,4244,1718,0,1125,0,NO
390000,1,1,34,91701,68587,101211,96725,125810,182122,60081,84908,121081,80000,85000,8000,NO
20000,1,2,25,20873,20240,20365,19565,9928,12758,4,1378,1203,15460,3000,2000,YES
100000,2,2,35,100207,94080,75428,76450,77503,64119,4026,3100,3050,3000,2300,2700,NO
160000,1,2,32,82345,91345,92444,93715,97451,97477,9000,3500,3700,5400,1900,0,NO
150000,1,2,26,600,360,1401,2360,70,420,360,1041,1000,70,660,0,NO
230000,2,2,49,113,0,1100,0,2119,0,0,1100,0,2119,0,2916,YES
50000,1,2,24,51112,51086,51365,50579,20413,20452,2109,2388,1602,900,838,707,NO
60000,1,1,37,57985,59312,27420,27965,28552,29276,2550,1500,1001,1038,1200,1233,NO
100000,2,2,27,75296,76672,78343,79111,79993,81279,3000,3400,3000,3000,3000,3000,NO
100000,2,2,30,96636,95169,97303,99339,77082,77677,3402,3663,3788,2695,2772,2903,NO
30000,1,1,57,22957,23978,26749,28085,27344,26768,1707,3478,2073,0,0,1129,YES
80000,2,2,24,9933,11111,9998,8950,9415,5700,1370,1233,261,549,400,0,YES
240000,1,1,54,14332,16135,249258,243589,204754,201426,2000,234000,30,7046,7023,10005,NO
260000,1,1,36,154462,153799,77156,73658,70273,67100,7425,2795,2779,2947,3400,5000,NO
500000,1,2,31,81252,14979,26089,13333,13256,106200,16527,27243,1000,13256,106354,213405,NO
250000,2,1,43,8443,13782,22997,24209,23122,4000,13829,22997,25071,23122,4000,28650,NO
10000,2,1,48,7863,8504,8162,6978,2278,0,1172,1000,186,0,0,0,NO
400000,1,1,34,19660,9666,11867,7839,14837,7959,9677,11867,7839,14837,7959,5712,NO
280000,1,1,48,127636,128334,116879,117912,118998,116067,4300,5000,4300,3729,3800,4500,NO
250000,1,2,31,0,0,7066,0,0,0,0,7066,145,0,0,2758,NO
80000,2,1,25,6269,7212,7246,8073,8349,8420,1200,300,1100,700,500,0,YES
60000,1,1,40,53896,53640,51608,52642,52806,53530,2500,2500,2500,2000,2100,2200,NO
240000,2,1,47,-40,-40,-40,1160,1160,0,0,0,1200,0,0,0,NO
80000,2,2,24,42377,32482,20782,11632,64989,62392,2008,1000,11632,64989,1470,5027,NO
170000,1,1,46,94791,89330,88384,84456,69871,62012,4300,3314,3050,2600,2600,4860,YES
90000,2,1,40,78976,84566,89609,87282,88261,90029,7500,7300,0,3300,3300,0,YES
90000,2,1,45,2579,2516,0,298,659,636,2514,0,298,659,636,1012,NO
450000,2,1,29,104457,68877,62223,65522,61413,63547,2489,2528,10179,10013,5183,5000,NO
150000,1,2,31,4213,5897,2365,5004,5531,3567,5914,2378,5019,5547,3576,5138,NO
490000,2,2,35,48108,45281,46705,41125,20205,6483,3000,5015,5007,20205,3000,1181,NO
120000,2,1,50,118492,119637,102228,75558,47536,44749,6141,4474,2647,1367,1322,1500,NO
170000,2,1,38,4202,5146,6494,1264,948,632,1336,2000,1264,0,0,0,NO
90000,1,1,35,0,800,400,0,950,400,800,0,0,950,0,0,NO
20000,2,2,30,21302,18842,19370,19355,17155,18660,1300,1800,1106,435,1599,1000,NO
80000,2,1,36,6746,556,556,2904,556,4226,556,556,2904,556,4226,3683,NO
110000,2,1,34,45302,44980,46987,45165,44636,45094,2100,4100,0,1800,2000,2000,NO
80000,1,2,33,73983,75454,77738,77235,76835,34751,3300,4100,2000,0,0,0,YES
230000,2,1,35,4259,5432,6182,0,0,0,1250,1000,0,0,0,0,NO
200000,2,1,30,1120,1100,740,740,890,740,1100,0,740,890,740,740,NO
20000,1,2,50,1956,16568,15586,12800,0,0,16573,1551,5060,0,0,0,NO
30000,2,2,28,37,37,37,37,37,37,0,0,0,0,0,0,NO
120000,1,2,29,25602,30156,33632,36574,38985,40339,5000,4000,3500,3000,2000,5036,NO
200000,2,1,29,57982,55005,54742,54401,42923,40365,0,2200,1671,3000,0,4600,NO
20000,1,1,42,17614,17042,18052,18562,18814,19500,0,1300,810,700,1000,900,YES
10000,2,2,31,0,0,0,0,0,0,0,0,0,0,0,0,NO
130000,1,1,31,2280,1725,3895,1500,450,5289,1725,3895,1500,450,5289,0,NO
240000,2,2,28,294180,276968,276585,253679,232300,212749,0,22550,0,8450,7800,6975,NO
30000,2,2,24,19998,21212,18127,14439,11026,10523,3001,2013,2001,2002,1500,20000,NO
280000,2,2,30,0,0,0,0,0,0,0,0,0,0,0,150,NO
20000,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,NO
90000,2,2,23,80551,11066,2408,57167,57700,58817,2028,1007,57113,2092,2400,1800,NO
30000,1,1,36,1226,390,390,390,390,0,0,390,390,390,0,780,YES
90000,2,2,24,85365,88054,90370,26420,27398,28295,4054,4444,1420,1398,1345,3265,NO
80000,1,2,36,5012,1200,0,1159,0,0,1200,0,1159,0,0,6028,NO
30000,2,2,25,5293,8107,7738,10179,11902,13109,3000,0,3000,2000,1500,1000,NO
140000,2,2,25,137585,131666,114989,81475,82812,71484,6200,4246,5000,3000,3000,2800,NO
20000,1,3,49,16336,17354,18376,18253,18458,19197,1294,2316,1256,1000,1000,800,YES
20000,2,2,22,17807,18520,39053,20055,19606,19925,1298,1909,1666,5000,703,775,NO
470000,2,1,39,235490,125853,143646,113422,96921,94405,25853,20745,13422,6921,5645,6114,NO
270000,1,1,37,396,396,792,396,396,396,396,792,0,396,396,396,YES
120000,2,1,48,3845,199,1823,3646,1823,1823,0,1823,3646,0,1823,1823,YES
60000,1,3,46,24677,26963,28210,27473,29176,28242,3000,2000,0,2289,0,1500,YES
10000,1,1,42,9860,9169,9055,9908,9611,10059,0,1200,1000,0,1000,0,YES
80000,2,1,53,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,NO
20000,2,2,24,19000,15114,5831,14784,961,311,1000,5831,14784,961,0,15735,NO
260000,1,2,35,33078,42056,43986,45879,54264,59872,10000,10000,10390,10009,10000,10000,NO
80000,2,2,22,7369,7000,0,0,0,0,0,0,0,0,0,0,NO
10000,1,2,32,9299,9576,9028,9644,9790,9990,1132,1384,1000,196,200,0,NO
500000,2,1,44,301,11057,58508,57855,134,11421,11063,49019,134,0,11421,0,NO
150000,2,2,42,255207,249205,245393,29526,6990,0,6301,8000,5000,6800,0,0,NO
50000,2,1,34,26149,26660,27637,22521,20533,14659,2000,1718,1210,1018,539,5001,NO
60000,2,1,28,17942,17361,18081,20108,19487,35160,0,1304,2331,0,16000,2000,YES
160000,2,1,26,1319,3934,399,690,590,0,3941,399,690,590,0,1926,YES
130000,2,1,41,104898,103920,102270,96440,85065,85105,4714,4553,4203,3000,3100,3500,NO
30000,1,2,28,0,780,0,0,0,0,780,0,0,0,0,0,YES
150000,1,1,35,4030,592,2483,4556,1606,2047,593,2490,4573,1610,2053,4349,NO
60000,2,3,39,58574,-1540,-1930,-2320,-1220,0,0,0,0,2000,2000,0,YES
200000,2,1,39,0,21801,62433,-82,16550,5239,21801,42745,0,16632,5265,0,NO
20000,2,2,25,18446,17859,18718,17009,18721,20209,0,1718,900,2000,1800,0,YES
30000,2,1,54,33494,32978,32415,30324,31124,25502,2506,2430,1300,1000,34436,950,YES
160000,1,2,30,0,0,0,0,0,0,0,0,0,0,0,679,NO
50000,2,1,54,11351,11449,6515,2315,1817,2081,1150,1012,46,36,2081,2270,NO
220000,1,1,63,1293,494,1379,-1,272,1628,496,1385,0,273,1636,531,NO
110000,2,1,41,108936,111169,108740,0,0,0,3991,2375,0,0,0,0,YES
180000,2,1,40,899,2879,8750,9931,0,7760,2879,8750,9931,0,7760,3450,NO
50000,1,1,33,49916,50240,26443,30768,10778,10989,2000,2000,5000,1000,1000,0,NO
50000,1,2,31,48548,49579,27496,20414,19978,18547,2032,1304,1500,0,868,1000,YES
300000,2,1,54,1080,-18,4190,2539,2590,5440,0,4208,2539,2590,5440,5646,NO
10000,2,2,22,8925,8637,10277,9736,9704,9725,0,1800,0,500,600,500,NO
280000,2,1,42,172886,175152,172505,175967,178548,176939,6232,12104,7002,6302,6417,6502,NO
360000,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,NO
120000,2,2,33,68493,70275,68592,72525,73741,72440,3500,0,5700,3000,0,3000,YES
300000,2,1,46,0,0,194,1375,13970,1672,0,194,1181,14039,1679,4156,NO
280000,2,2,43,31248,32081,32897,33350,34047,34525,1527,1541,1192,1233,1239,1273,NO
230000,2,1,54,187,3327,3100,0,0,0,3327,0,0,0,0,0,NO
240000,1,2,35,11119,10361,10000,10200,30000,24000,10722,10000,10200,30000,4000,21245,NO
50000,1,2,42,47691,48738,48565,48301,50851,51153,3304,2300,2000,3500,3000,4000,NO
150000,2,1,41,1650,0,0,6784,6923,14116,0,0,6784,159,167,760,NO
60000,2,2,25,37287,36412,37280,35321,36099,36724,0,1800,1414,1500,1377,1402,NO
200000,1,1,34,5879,5884,5171,4598,-95,-2175,5884,5171,4598,0,0,0,NO
500000,2,1,38,80460,79689,74664,70270,66053,63924,3527,3030,3028,2513,2100,2524,NO
500000,2,1,35,5799,36189,23338,7896,8970,215305,36277,6112,10014,9018,215518,20018,NO
90000,1,3,40,53256,53695,55426,56544,57048,58421,1923,2597,2637,2041,2291,4824,YES
30000,2,2,22,27447,28623,28700,29300,0,0,1923,1000,600,0,0,0,YES
50000,2,1,54,48403,48119,43590,18264,18659,18918,2020,3128,1000,656,645,630,NO
480000,2,1,45,17976,10928,650,1597,3750,9429,1008,650,1597,3750,9429,1000,NO
130000,2,1,28,98606,100143,50456,50000,0,0,4500,2500,1000,0,0,0,NO
80000,2,1,35,63436,49544,50418,51810,28964,13059,2096,1970,2355,1500,1000,646,NO
30000,2,1,33,25083,25244,26286,26458,26668,28195,1406,1838,1400,1000,2342,1000,NO
20000,2,2,23,16931,17644,18679,18275,7953,8323,1300,1340,1207,300,500,500,NO
20000,2,2,24,19167,18925,18340,18317,18747,19328,1585,1700,1570,1000,1000,1000,NO
290000,1,1,37,199911,204462,208769,213085,211829,96532,8001,8001,8037,10074,5010,179228,NO
30000,1,1,43,20518,19901,20905,21509,25183,24242,0,1342,946,4200,0,1000,NO
180000,2,1,31,173517,160996,132054,115551,109539,108837,10122,35206,40600,5000,10000,10000,NO
20000,1,1,40,8151,9011,10858,12670,13157,13742,1153,2000,2000,1000,800,1000,NO
80000,2,1,45,82150,0,0,0,0,0,0,0,0,0,0,0,NO
140000,2,2,24,25118,18948,16923,12103,11519,11611,2000,2001,401,1000,1000,1000,NO
150000,1,2,32,994,10168,-4,5515,3673,6106,10290,0,5519,3,6134,3779,NO
560000,1,1,43,168211,139873,142391,145345,148177,139831,5060,4827,4974,4942,4573,4074,NO
20000,2,2,24,4261,7830,17213,4781,3178,15834,7830,17221,1203,3178,15834,0,NO
220000,2,1,36,190691,206000,194930,130938,134664,140238,20000,0,5000,6000,8000,5000,NO
260000,1,2,49,316,316,4866,316,316,4843,316,4866,316,316,4843,316,NO
140000,2,1,34,141066,129173,116858,105786,93273,91207,4873,4691,4000,4000,4000,4000,NO
140000,2,2,23,21001,16400,20729,15583,7218,7365,4000,5000,2000,0,147,1000,NO
10000,1,3,54,8210,7936,8792,9117,9305,9504,0,1146,471,483,502,460,NO
150000,2,1,42,139172,141401,137320,138016,144084,136604,6022,5022,5100,10500,0,10000,NO
160000,1,1,32,93174,95274,97291,98768,101016,103176,4500,4500,4000,4000,4000,4000,NO
260000,1,1,42,225844,219261,206742,255079,208755,196701,10030,10000,65500,10000,8000,10000,NO
30000,1,3,45,21325,24355,23670,24002,26373,25798,3376,0,1023,2925,0,1000,NO
30000,2,1,43,27862,29106,29784,29884,27833,29459,2000,1500,2000,0,3000,0,NO
280000,2,1,31,207966,209146,213900,5202,4282,1000,5078,5069,109,97,25,145,NO
160000,2,1,47,151400,155658,143564,130860,122188,79360,6960,6882,6307,4730,2874,3052,NO
150000,2,2,30,146432,149044,148839,147746,116537,36404,5301,6112,6023,4626,1035,1046,NO
100000,2,1,24,56341,54869,67965,73871,79707,85433,0,14130,7065,7065,7065,0,YES
160000,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,YES
550000,2,2,52,277376,266532,256321,19753,464,8199,6001,6016,19753,464,8199,0,NO
30000,2,2,25,26417,27421,28573,29222,28451,27270,1448,1600,1500,1000,1000,1200,NO
360000,1,1,40,1126,3449,3168,1469,1833,1449,3455,3168,1469,1833,1449,0,NO
140000,2,1,48,5349,2210,5472,0,544,0,2216,5472,0,544,0,0,NO
160000,2,2,32,0,0,0,0,0,0,0,0,0,0,0,0,NO
200000,2,2,40,201598,198373,152601,105588,73886,198487,10100,6700,5500,4500,127600,7500,NO
500000,2,2,34,4677,6187,4775,31188,5827,3637,6187,4775,31188,0,4119,7390,NO
310000,2,1,41,30680,126866,129449,106382,98892,92599,100000,16036,5000,3000,3000,3000,NO
80000,2,1,40,0,1027,1273,174,-156,-156,2054,1273,174,0,0,1000,NO
30000,1,1,36,22261,28083,27371,26645,25919,27535,6200,0,0,0,2038,1268,NO
400000,2,1,42,0,641,1290,1319,694,697,641,1290,29,0,3,703,NO
80000,2,1,37,27695,15372,25919,18449,2655,20808,10000,25919,18449,2655,20808,0,YES
50000,1,2,23,20655,21718,22316,22762,20231,19445,1701,1299,745,711,1000,685,NO
510000,1,2,31,0,14370,17023,9706,7271,9551,14370,3500,2500,1380,2380,3000,YES
310000,2,1,35,14332,8257,11505,17264,10919,3185,1041,11512,7271,5000,3215,15558,NO
240000,2,1,43,48502,49001,47026,45827,39527,40868,2200,1923,1682,2000,2000,1300,NO
140000,2,2,38,135034,133283,132765,123208,97154,97687,4729,5434,4751,3500,3500,3800,NO
50000,2,2,24,45537,46601,47276,48224,48760,48382,2100,1760,1707,2602,1000,1640,NO
50000,2,1,26,5195,15371,14163,15517,14685,14016,15387,1500,2000,1000,2000,2000,NO
150000,2,1,49,575,25622,4992,1578,1216,4475,25622,4992,1578,1216,4475,15964,NO
